27.01.2019;22:51:53;1;0;0;0;0;22;
27.01.2019;22:51:58;0;0;0;0;0;22;
27.01.2019;22:52:03;0;0;0;0;0;22;
27.01.2019;22:52:08;1;0;0;0;0;22;
27.01.2019;22:52:13;1;0;0;0;0;22;
27.01.2019;22:52:18;1;0;0;0;0;22;
27.01.2019;22:52:23;1;0;0;0;0;22;
27.01.2019;22:52:28;1;0;0;0;0;22;
27.01.2019;22:52:33;1;0;0;0;0;22;
27.01.2019;22:52:38;1;0;0;0;0;22;
27.01.2019;22:52:43;1;0;0;0;0;22;
27.01.2019;22:52:48;1;0;0;0;0;22;
27.01.2019;22:52:53;1;0;0;0;0;22;
27.01.2019;22:52:58;1;0;0;0;0;22;
27.01.2019;22:53:03;1;0;0;0;0;22;
27.01.2019;22:53:08;1;0;0;0;0;22;
27.01.2019;22:53:13;1;0;0;0;0;22;
27.01.2019;22:53:18;1;0;0;0;0;22;
27.01.2019;22:53:23;1;0;0;0;4.9;22;
27.01.2019;22:53:28;1;0;0;0;4.9;22;
27.01.2019;22:53:33;1;0;0;0;4.9;22;
27.01.2019;22:53:38;1;0;0;0;4.9;22;
27.01.2019;22:53:43;1;0;0;0;4.9;22;
27.01.2019;22:53:48;1;0;0;0;4.9;22;
27.01.2019;22:53:53;1;0;0;0;4.9;22;
27.01.2019;22:53:58;1;0;0;0;4.9;22;
27.01.2019;22:54:03;1;0;0;0;4.9;22;
27.01.2019;22:54:08;1;0;0;0;4.9;22;
27.01.2019;22:54:13;1;0;0;0;4.9;22;
27.01.2019;22:54:18;1;0;0;0;4.9;22;
27.01.2019;22:54:23;1;0;0;0;4.9;22;
27.01.2019;22:54:28;1;0;0;0;4.9;22;
27.01.2019;22:54:33;1;0;0;0;4.9;22;
27.01.2019;22:54:38;1;0;0;0;4.9;22;
27.01.2019;22:54:43;1;0;0;0;4.9;22;
27.01.2019;22:54:48;1;0;0;0;4.9;22;
27.01.2019;22:54:53;1;0;0;0;4.9;22;
27.01.2019;22:54:58;1;0;0;0;4.9;22;
27.01.2019;22:55:03;1;0;0;0;4.9;22;
27.01.2019;22:55:08;1;0;0;0;4.9;22;
27.01.2019;22:55:13;1;0;0;0;4.9;22;
27.01.2019;22:55:18;1;0;0;0;4.9;22;
27.01.2019;22:55:23;1;0;0;0;4.9;22;
27.01.2019;22:55:28;1;0;0;0;4.9;22;
27.01.2019;22:55:33;1;0;0;0;4.9;22;
27.01.2019;22:55:38;1;0;0;0;4.9;22;
27.01.2019;22:55:43;1;0;0;0;4.9;22;
27.01.2019;22:55:48;1;0;0;0;4.9;22;
27.01.2019;22:55:53;1;0;0;0;4.9;22;
27.01.2019;22:55:58;1;0;0;0;4.9;22;
27.01.2019;22:56:03;1;0;0;0;4.9;22;
27.01.2019;22:56:08;1;0;0;0;4.9;22;
27.01.2019;22:56:13;1;0;0;0;4.9;
